0.000000	0.000000	1.000000	1.000000	1.000000	0.000400	0.000000
0.020000	0.000000	1.000000	1.000000	1.000000	0.000400	0.000000
0.040000	0.000000	1.000000	1.000000	1.000000	0.000400	0.000000
0.060000	2.105263	1.000000	1.000000	1.000000	0.000400	0.000000
0.080000	3.157895	1.000000	1.000000	1.000000	0.000400	0.000000
0.100000	4.210526	1.000000	1.000000	1.000000	0.000400	0.000000
0.120000	4.736842	1.000000	1.000000	1.000000	0.000400	0.000000
0.140000	5.789474	1.000000	1.000000	1.000000	0.000400	0.000000
0.160000	6.315789	1.000000	1.000000	1.000000	0.000400	0.000000
0.180000	6.842105	1.000000	1.000000	1.000000	0.000400	0.000000
0.200000	7.894737	1.000000	1.000000	1.000000	0.000400	0.000000
0.220000	8.421053	1.000000	1.000000	1.000000	0.000400	0.000000
0.240000	9.473684	1.000000	1.000000	1.000000	0.000400	0.000000
0.260000	10.526316	1.000000	1.000000	1.000000	0.000400	0.000000
0.280000	11.578947	1.000000	1.000000	1.000000	0.000400	0.000000
0.300000	13.157895	1.000000	1.000000	1.000000	0.000400	0.000000
0.320000	14.210526	1.000000	1.000000	1.000000	0.000400	0.000000
0.340000	15.789474	1.000000	1.000000	1.000000	0.000400	0.000000
0.360000	17.894737	1.000000	1.000000	1.000000	0.000400	0.000000
0.380000	19.473684	1.000000	1.000000	1.000000	0.000400	0.000000
0.400000	21.578947	1.000000	1.000000	1.000000	0.000400	0.000000
0.000000	0.000000	1.030303	1.150000	1.200000	0.000800	0.000000
0.020000	0.000000	1.030303	1.150000	1.200000	0.000800	0.000000
0.040000	0.000000	1.030303	1.150000	1.200000	0.000800	0.000000
0.060000	2.105263	1.030303	1.150000	1.200000	0.000800	0.000000
0.080000	3.157895	1.030303	1.150000	1.200000	0.000800	0.000000
0.100000	4.210526	1.030303	1.150000	1.200000	0.000800	0.000000
0.120000	4.736842	1.030303	1.150000	1.200000	0.000800	0.000000
0.140000	5.789474	1.030303	1.150000	1.200000	0.000800	0.000000
0.160000	6.315789	1.030303	1.150000	1.200000	0.000800	0.000000
0.180000	7.368421	1.030303	1.150000	1.200000	0.000800	0.000000
0.200000	7.894737	1.030303	1.150000	1.200000	0.000800	0.000000
0.220000	8.947368	1.030303	1.150000	1.200000	0.000800	0.000000
0.240000	10.000000	1.030303	1.150000	1.200000	0.000800	0.000000
0.260000	11.052632	1.030303	1.150000	1.200000	0.000800	0.000000
0.280000	12.105263	1.030303	1.150000	1.200000	0.000800	0.000000
0.300000	13.157895	1.030303	1.150000	1.200000	0.000800	0.000000
0.320000	14.736842	1.030303	1.150000	1.200000	0.000800	0.000000
0.340000	16.315789	1.030303	1.150000	1.200000	0.000800	0.000000
0.360000	17.894737	1.030303	1.150000	1.200000	0.000800	0.000000
0.380000	20.000000	1.030303	1.150000	1.200000	0.000800	0.000000
0.400000	22.105263	1.030303	1.150000	1.200000	0.000800	0.000000
0.000000	0.000000	0.787879	1.300000	1.300000	0.000400	0.000000
0.020000	0.000000	0.787879	1.300000	1.300000	0.000400	0.000000
0.040000	0.000000	0.787879	1.300000	1.300000	0.000400	0.000000
0.060000	2.105263	0.787879	1.300000	1.300000	0.000400	0.000000
0.080000	4.210526	0.787879	1.300000	1.300000	0.000400	0.000000
0.100000	5.263158	0.787879	1.300000	1.300000	0.000400	0.000000
0.120000	6.315789	0.787879	1.300000	1.300000	0.000400	0.000000
0.140000	7.368421	0.787879	1.300000	1.300000	0.000400	0.000000
0.160000	8.421053	0.787879	1.300000	1.300000	0.000400	0.000000
0.180000	9.473684	0.787879	1.300000	1.300000	0.000400	0.000000
0.200000	11.052632	0.787879	1.300000	1.300000	0.000400	0.000000
0.220000	12.631579	0.787879	1.300000	1.300000	0.000400	0.000000
