29.800000	143
29.900000	239
30.000000	66
30.100000	246
30.100000	384
30.400000	419
30.600000	19
30.600000	226
30.600000	371
30.600000	467
30.800000	67
31.400000	316
31.700000	33
31.700000	201
31.700000	446
31.800000	162
32.000000	90
32.100000	347
32.200000	8
32.500000	157
32.500000	185
32.600000	502
32.700000	224
32.800000	359
32.800000	386
32.800000	505
33.000000	99
33.000000	366
33.000000	408
33.000000	409
33.000000	500
33.100000	413
33.200000	469
33.500000	111
33.500000	142
33.500000	232
33.500000	423
33.500000	427
33.500000	456
33.500000	488
33.500000	491
33.600000	341
33.600000	362
33.600000	460
33.800000	28
33.800000	39
33.800000	130
33.800000	156
33.800000	205
33.800000	231
33.800000	323
33.800000	337
33.800000	351
33.800000	352
33.800000	357
33.800000	376
33.800000	441
33.800000	473
33.800000	496
33.900000	135
33.900000	451
34.000000	267
34.100000	92
34.100000	501
34.200000	160
34.300000	87
34.300000	112
34.300000	131
34.300000	241
34.300000	340
34.300000	373
34.400000	220
34.500000	73
34.600000	63
34.600000	84
34.600000	483
34.700000	60
34.800000	504
34.900000	411
34.900000	455
35.000000	80
35.100000	155
35.200000	145
35.200000	310
35.400000	389
35.400000	402
35.500000	391
35.500000	503
35.600000	183
35.600000	191
35.600000	202
35.600000	265
35.600000	298
35.600000	317
35.600000	332
35.600000	396
35.600000	422
35.800000	203
35.800000	344
35.900000	263
35.900000	363
35.900000	392
36.000000	10
36.000000	89
36.000000	379
36.100000	54
36.100000	120
36.100000	158
36.100000	399
36.100000	486
36.100000	498
36.200000	29
36.200000	100
36.200000	104
36.200000	106
36.200000	251
36.200000	304
36.200000	445
36.200000	472
36.300000	272
36.400000	5
36.400000	176
36.400000	484
36.500000	179
36.500000	247
36.500000	367
36.800000	20
36.800000	209
36.900000	118
37.000000	45
37.100000	58
37.100000	83
37.100000	299
37.100000	381
37.200000	214
37.200000	269
37.200000	433
37.200000	459
37.200000	487
37.300000	324
37.300000	378
37.300000	439
37.400000	122
37.400000	133
37.400000	353
37.400000	406
37.400000	458
37.500000	38
37.500000	48
37.500000	81
37.500000	98
37.500000	274
37.500000	327
37.600000	11
37.600000	146
37.600000	500
37.700000	215
37.700000	395
37.800000	159
37.800000	315
37.900000	17
37.900000	189
37.900000	444
38.000000	105
38.000000	321
38.000000	521
38.100000	335
38.100000	448
38.200000	175
38.200000	348
38.300000	35
38.300000	186
38.300000	393
38.400000	43
38.400000	64
38.400000	380
38.400000	418
38.400000	523
38.400000	526
38.500000	151
38.500000	325
38.500000	524
38.600000	147
38.600000	430
38.700000	86
38.700000	238
38.700000	330
38.800000	217
38.800000	236
38.800000	522
38.800000	525
38.900000	18
38.900000	46
38.900000	107
38.900000	139
39.000000	144
39.000000	438
39.100000	74
39.100000	170
39.100000	210
39.100000	219
39.100000	309
39.100000	485
39.200000	3
39.200000	167
39.200000	293
39.200000	346
39.200000	368
39.400000	93
39.400000	425
39.400000	429
39.500000	22
39.500000	94
39.500000	398
39.600000	56
39.600000	69
39.600000	154
39.600000	204
39.600000	250
39.600000	283
39.600000	383
39.600000	421
39.600000	436
39.700000	91
39.700000	400
39.700000	489
39.800000	148
39.900000	200
39.900000	252
39.900000	294
39.900000	328
39.900000	342
40.000000	2
40.100000	150
40.100000	276
40.100000	390
40.100000	454
40.200000	16
40.200000	117
40.200000	182
40.200000	318
40.200000	370
40.200000	419
40.300000	47
40.300000	140
40.300000	306
40.300000	372
40.400000	40
40.400000	194
40.400000	259
40.400000	452
40.400000	493
40.500000	41
40.500000	138
40.500000	303
40.600000	286
40.700000	119
40.700000	136
40.700000	193
40.700000	277
40.700000	384
40.800000	123
40.800000	333
40.800000	354
40.800000	494
40.800000	497
40.900000	37
40.900000	52
40.900000	71
40.900000	211
